101.1666666667,F3  (0,1)
101.3333333333,Ab3  (0,1)
101.5,Db3  (0,1)
101.5,Db4  (0,1)
101.6666666667,F3  (0,1)
101.8333333333,Ab3  (0,1)
101.9583333333,Db3  (0,1)
102,D4  (0,1)
102.1666666667,Gb3  (0,1)
102.3333333333,A3  (0,1)
102.5,Gb1  (0,2)
102.5,Gb2  (0,2)
102.5,Db3  (0,1)
102.6666666667,Gb3  (0,1)
102.8333333333,A3  (0,1)
103,A1  (0,2)
103,A2  (0,1)
103,Db3  (0,1)
103.1666666667,Gb3  (0,1)
103.3333333333,A3  (0,1)
103.5,Gb1  (0,2)
103.5,Gb2  (0,2)
103.5,Db3  (0,1)
103.5,C4  (0,1)
103.6666666667,Gb3  (0,1)
103.8333333333,A3  (0,1)
104,Db2  (0,2)
104,Db1  (0,2)
104,Db4  (0,1)
104,Db3  (0,1)
104.1666666667,F3  (0,1)
104.3333333333,Ab3  (0,1)
104.5,Db3  (0,1)
104.6666666667,F3  (0,1)
104.8333333333,Ab3  (0,1)
105,Db3  (0,1)
105.1666666667,F3  (0,1)
105.3333333333,Ab3  (0,1)
105.5,Db3  (0,1)
105.5,Db4  (0,1)
105.6666666667,F3  (0,1)
105.8333333333,Ab3  (0,1)
105.9583333333,Db3  (0,1)
106,D4  (0,1)
106.1666666667,Gb3  (0,1)
106.3333333333,A3  (0,1)
106.5,Gb2  (0,2)
106.5,Gb1  (0,2)
106.5,Db3  (0,1)
106.6666666667,Gb3  (0,1)
106.8333333333,A3  (0,1)
107,A1  (0,2)
107,A2  (0,1)
107,Db3  (0,1)
107.1666666667,Gb3  (0,1)
107.3333333333,A3  (0,1)
107.5,Gb1  (0,2)
107.5,Gb2  (0,2)
107.5,Db3  (0,1)
107.5,C4  (0,1)
107.6666666667,Gb3  (0,1)
107.8333333333,A3  (0,1)
108,Db1  (0,2)
108,Db2  (0,2)
108,Db4  (0,1)
108,Db3  (0,1)
108.1666666667,F3  (0,1)
108.3333333333,Ab3  (0,1)
108.5,Db3  (0,1)
108.6666666667,F3  (0,1)
108.8333333333,Ab3  (0,1)
109,Gb1  (0,2)
109,Gb0  (0,2)
109,Db3  (0,1)
109,Db4  (0,1)
109.1666666667,Gb3  (0,1)
109.3333333333,A3  (0,1)
109.5,Db3  (0,1)
109.6666666667,Gb3  (0,1)
109.8333333333,A3  (0,1)
110,Eb1  (0,2)
110,Eb2  (0,2)
110,B3  (0,1)
110,B2  (0,1)
110.1666666667,Gb3  (0,1)
110.3333333333,A3  (0,1)
110.5,B2  (0,1)
110.6666666667,Gb3  (0,1)
110.8333333333,A3  (0,1)
111,B2  (0,1)
111.1666666667,Gb3  (0,1)
111.3333333333,A3  (0,1)
111.5,E1  (0,2)
111.5,E2  (0,2)
111.5,B2  (0,1)
111.5,B3  (0,1)
111.6666666667,E3  (0,1)
111.8333333333,Ab3  (0,1)
112,Db1  (0,2)
112,Db2  (0,2)
112,A2  (0,1)
112,A3  (0,1)
112.1666666667,E3  (0,1)
112.3333333333,Ab3  (0,1)
112.5,Eb2  (0,2)
112.5,Eb1  (0,2)
112.5,A2  (0,1)
